ID,Source (anecdote/research paper/additional data etc) ,Source info,Genus/species,Genus,Species,Subspecies,Common name,IUCN status ,Year,Month,Country,State/county,Town/city/NP,Road,Latitude,Longitude,Numbers ,Age,Sex,Date added
665,Database,https://www.inaturalist.org/observations/11005135,Galago moholi,Galago,moholi,moholi,Southern lesser galago,LC,2014,July,South Africa,Welgevonden Game Reserve,,,-24.286,28.039,1,,,
666,Database,Taiwan Roadkill Observation Network,Macaca cyclopis,Macaca,cyclopis,,Formosan rock macaque,LC,2014,August,Taiwan,Pingtung county,,,22.738889,120.740167,1,,,
667,Research paper,"Bueno C et al (2015). Habitat or matrix: which is more relevant to predict road-kill of vertebrates? Brazilian Journal of Biology, 75: 228-238. Retrieved from http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842015000800228&nrm=iso",Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2006-2011,,Brazil,,,BR-040,-10,-52,1,,,
668,Research paper,"Bueno C et al (2015). Habitat or matrix: which is more relevant to predict road-kill of vertebrates? Brazilian Journal of Biology, 75: 228-238. Retrieved from http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842015000800228&nrm=iso",Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2006-2011,,Brazil,,,BR-040,-10,-52,1,,,
669,Research paper,"Bueno C et al (2015). Habitat or matrix: which is more relevant to predict road-kill of vertebrates? Brazilian Journal of Biology, 75: 228-238. Retrieved from http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842015000800228&nrm=iso",Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2006-2011,,Brazil,,,BR-040,-10,-52,1,,,
670,Database,Taiwan Roadkill Observation Network,Macaca cyclopis,Macaca,cyclopis,,Formosan rock macaque,LC,2014,August,Taiwan,,Tainan City,,22.983,120.39355,1,,,
671,Database,Taiwan Roadkill Observation Network,Macaca cyclopis,Macaca,cyclopis,,Formosan rock macaque,LC,2014,November,Taiwan,Taitung County,,,22.989167,121.293889,1,,,
672,Database,Taiwan Roadkill Observation Network,Macaca cyclopis,Macaca,cyclopis,,Formosan rock macaque,LC,2014,July,Taiwan,Taitung County,,,23.141306,121.094644,1,,,
673,Database,Taiwan Roadkill Observation Network,Macaca cyclopis,Macaca,cyclopis,,Formosan rock macaque,LC,2014,July,Taiwan,Taitung County,,,23.158943,121.05302,1,,,
674,Database,Taiwan Roadkill Observation Network,Macaca cyclopis,Macaca,cyclopis,,Formosan rock macaque,LC,2014,October,Taiwan,Yunlin County,,,23.6049,120.667,1,,,
675,Database,Taiwan Roadkill Observation Network,Macaca cyclopis,Macaca,cyclopis,,Formosan rock macaque,LC,2014,May,Taiwan,,Taoyuan City,,24.655598,121.406207,1,,,
676,Database,Taiwan Roadkill Observation Network,Macaca cyclopis,Macaca,cyclopis,,Formosan rock macaque,LC,2014,June,Taiwan,Yilan County,,,24.756381,121.600693,1,,,
677,Database,Endangered Wildlife Trust,Otolemur crassicaudatus,Otolemur,crassicaudatus,,Thick-tailed greater galago,LC,2014,January,South Africa,Gauteng,,,-26,28,1,,,
678,Database,Endangered Wildlife Trust,Otolemur crassicaudatus,Otolemur,crassicaudatus,,Thick-tailed greater galago,LC,2014,January,South Africa,Limpopo Province,Levubu Town,,-23.085,30.284,1,,,
679,News/social media,https://www.abc.es/sociedad/20140114/abci-mono-arabia-201401141648.html?ref=https:%2F%2Fwww.google.com%2F,Papio hamadryas,Papio,hamadryas,,Hamadryas baboon,LC,2014,January,Saudi Arabia,Mecca province,Ta'if,,21.275094,40.406156,1,Adult,Female,
680,Database,Endangered Wildlife Trust,Papio ursinus,Papio,ursinus,,Chacma baboon,LC,2014,November,South Africa,,,,-24.4678,31.035,1,,,
681,Database,Endangered Wildlife Trust,Papio ursinus,Papio,ursinus,,Chacma baboon,LC,2014,June,South Africa,Western Cape,,,-34,20,1,,,
682,Database,Endangered Wildlife Trust,Papio ursinus,Papio,ursinus,,Chacma baboon,LC,2014,June,South Africa,Western Cape,,,-34,20,1,,,
683,Database,Endangered Wildlife Trust,Papio ursinus,Papio,ursinus,,Chacma baboon,LC,2014,November,South Africa,Western Cape,,,-34,20,1,,,
684,Database,https://www.inaturalist.org/observations/74266766,Pithecia chrysocephala,Pithecia,chrysocephala,,Golden-faced Saki,LC,2014,January,Brazil,Amazonas,Manaus,Ponta Negra,-3.019691,-60.084824,1,Adult and Infant,Female,
685,Database,https://www.inaturalist.org/observations/74266766,Pithecia chrysocephala,Pithecia,chrysocephala,,Golden-faced Saki,LC,2014,January,Brazil,Amazonas,Manaus,Ponta Negra,-3.019691,-60.084824,1,Infant,,
686,Database,Highway road concession,Sapajus apella,Sapajus,apella,,Black-capped capuchin,LC,2014,November,Brazil,,,,-13.1456,-55.9689,1,,,
687,Database,https://fauna-atropellada.org.ar/,Alouatta caraya,Alouatta,caraya,,Black and gold howler monkey,NT,2015,April,Argentina,Chaco Province,Lapachito,16,-27.159091,-59.397844,1,,,
688,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Alouatta guariba,Alouatta,guariba,,Brown howley monkey ,VU,2015,January,Brazil,,,,-22.428365,-42.025247,1,,,
689,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Alouatta guariba,Alouatta,guariba,,Brown howley monkey ,VU,2015,August,Brazil,,,,-22.314897,-41.896551,1,,,
690,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Alouatta guariba,Alouatta,guariba,,Brown howley monkey ,VU,2015,November,Brazil,,,,-22.476689,-42.159414,1,,,
691,Database,Highway Concession Company of Juiz de For a,Alouatta guariba,Alouatta,guariba,,Brown howley monkey ,VU,2015,October,Brazil,Rio,Juiz de Fora,BR-040,-21.79522,-43.414025,1,, ,
692,Database,Highway Concession Company of Juiz de For a,Alouatta guariba,Alouatta,guariba,,Brown howley monkey ,VU,2015,December,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
693,Database,Run Over Fauna on Costa Rican Roads by iNaturalist,Alouatta palliata,Alouatta,palliata,,Mantled howler monkey,VU,2015,November,Costa Rica,Limón,Guápiles,Carr Braulio Carrillo,10.186306,-83.915444,1,,,
694,Database,Run Over Fauna on Costa Rican Roads by iNaturalist,Alouatta palliata,Alouatta,palliata,,Mantled howler monkey,VU,2015,May,Costa Rica,Limón,Guápiles,,10.256722,-83.557806,1,,,
695,Database,Run Over Fauna on Costa Rican Roads by iNaturalist,Alouatta palliata,Alouatta,palliata,,Mantled howler monkey,VU,2015,March,Costa Rica,Guanacaste,Montenegro,Inter-American Highway,10.474889,-85.187583,1,,,
696,Anecdote,Stacy Lindshield,Alouatta palliata,Alouatta,palliata,,Mantled howler monkey,VU,2015,,Costa Rica,,Puerto Viejo,,9.658333,-82.752778,1,,,
697,Database,http://www.inaturalist.org/observations/1293225,Alouatta palliata palliata,Alouatta,palliata,palliata,Golden mantled howler monkey,EN,2015,March,Costa Rica,Guanacaste,Bagaces,,10.4748778,-85.1875885,1,,,
698,Database,http://www.inaturalist.org/observations/1912235,Alouatta palliata palliata,Alouatta,palliata,palliata,Golden mantled howler monkey,EN,2015,September,Costa Rica,Heredia,,Autopista 4,10.2340267,-83.912965,1,,,
699,Anecdote,Juan Millán,Alouatta seniculus,Alouatta,seniculus,,Colombian red howler monkey,LC,2015,,Colombia,,,narrow secondary open road in a rural area,5.386917,-71.917778,1,,,
700,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,November,Brazil,,,,-22.67201,-42.511706,1,,,
701,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,December,Brazil,,,,-22.587007,-42.385261,1,,,
702,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,December,Brazil,,,,-22.722252,-42.692962,1,,,
703,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,December,Brazil,,,,-22.737607,-42.787258,1,,,
704,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,December,Brazil,,,,-22.760362,-42.878496,1,,,
705,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,January ,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
706,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,January ,Brazil,Rio,Três Rios,BR-040,-22.089151,-43.174939,1,, ,
707,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,January ,Brazil,Rio,Areal,BR-040,-22.268802,-43.110221,1,, ,
708,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,January ,Brazil,Rio,Juiz de Fora,BR-040,-21.79522,-43.414025,1,, ,
709,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,January ,Brazil,Rio,Matias Barbosa,BR-040,-21.881427,-43.331581,1,, ,
710,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,January ,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
711,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,January ,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
712,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,January ,Brazil,Rio,Matias Barbosa,BR-040,-21.881427,-43.331581,1,, ,
713,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,February ,Brazil,Rio,Simão Pereira,BR-040,-21.988394,-43.2842,1,, ,
714,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,February ,Brazil,Rio,Matias Barbosa,BR-040,-21.881427,-43.331581,1,, ,
715,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,February ,Brazil,Rio,Duque de Caxias,BR-040,-22.733804,-43.288655,1,, ,
716,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,February ,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
717,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,February ,Brazil,Rio,Matias Barbosa,BR-040,-21.881427,-43.331581,1,, ,
718,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,March,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
719,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,March,Brazil,Rio,Juiz de Fora,BR-040,-21.79522,-43.414025,1,, ,
720,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,March,Brazil,Rio,Simão Pereira,BR-040,-21.988394,-43.2842,1,, ,
721,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,April,Brazil,Rio,Matias Barbosa,BR-040,-21.881427,-43.331581,1,, ,
722,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,April,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
723,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,April,Brazil,Rio,Duque de Caxias,BR-040,-22.733804,-43.288655,1,, ,
724,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,May,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
725,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,May,Brazil,Rio,Duque de Caxias,BR-040,-22.733804,-43.288655,1,, ,
726,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,June,Brazil,Rio,Duque de Caxias,BR-040,-22.733804,-43.288655,1,, ,
727,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,June,Brazil,Rio,Duque de Caxias,BR-040,-22.733804,-43.288655,1,, ,
728,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,July,Brazil,Rio,Duque de Caxias,BR-040,-22.733804,-43.288655,1,, ,
729,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,July,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
730,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,August,Brazil,Rio,Duque de Caxias,BR-040,-22.733804,-43.288655,1,, ,
731,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,August,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
732,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,August,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
733,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,August,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
734,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,August,Brazil,Rio,Duque de Caxias,BR-040,-22.733804,-43.288655,1,, ,
735,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,August,Brazil,Rio,Duque de Caxias,BR-040,-22.733804,-43.288655,1,, ,
736,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,September,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
737,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,September,Brazil,Rio,Comendador Levy Gasparian,BR-040,-22.045525,-43.216624,1,, ,
738,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,September,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
739,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,September,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
740,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,October,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
741,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,October,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
742,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,December,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
743,Database,Highway Concession Company of Juiz de For a,Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2015,December,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
744,Database,Highway Concession Company of Juiz de For a,Callithrix aurita,Callithrix,aurita,,Buffy-tufted marmoset,EN,2015,January ,Brazil,Rio,Simão Pereira,BR-040,-21.988394,-43.2842,1,, ,
745,Database,Highway Concession Company of Juiz de For a,Callithrix aurita,Callithrix,aurita,,Buffy-tufted marmoset,EN,2015,May,Brazil,Rio,Areal,BR-040,-22.268802,-43.110221,1,, ,
746,Database,Highway Concession Company of Juiz de For a,Callithrix aurita,Callithrix,aurita,,Buffy-tufted marmoset,EN,2015,October,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
747,Anecdote,Marcos de Souza Fialho,Callithrix jacchus,Callithrix,jacchus,,Common marmoset,LC,2015,,Brazil,Rio Grande do Norte,Tibau do Sul,,-6.186939,-35.0919,1,,,
748,Database,https://www.inaturalist.org/observations/37909908,Callithrix jacchus,Callithrix,jacchus,,Common marmoset,LC,2015,June,Brazil,Sao Paulo State,Itu,Rodovia Marechal Rondon,-23.2343176,-47.4021981,1,,,
749,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,January,Brazil,,,,-15.594915,-47.665944,1,,,
750,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,February,Brazil,,,,-15.594778,-47.666846,1,,,
751,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,March,Brazil,,,,-15.5926,-47.595264,1,,,
752,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,January,Brazil,,,,-15.974631,-47.971721,1,,,
753,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,January,Brazil,,,,-15.579465,-47.676042,1,,,
754,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,June,Brazil,,,,-16.650718,-39.514855,1,,,
755,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,June,Brazil,,,,-16.650718,-39.514855,1,,,
756,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,January ,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
757,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,January ,Brazil,Rio,Matias Barbosa,BR-040,-21.881427,-43.331581,1,, ,
758,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,February ,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
759,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,February ,Brazil,Rio,Duque de Caxias,BR-040,-22.733804,-43.288655,1,, ,
760,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,March,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
761,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,March,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
762,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,March,Brazil,Rio,Areal,BR-040,-22.268802,-43.110221,1,, ,
763,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,March,Brazil,Rio,Juiz de Fora,BR-040,-21.79522,-43.414025,1,, ,
764,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,April,Brazil,Rio,Juiz de Fora,BR-040,-21.79522,-43.414025,1,, ,
765,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,May,Brazil,Rio,Matias Barbosa,BR-040,-21.881427,-43.331581,1,, ,
766,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,June,Brazil,Rio,Matias Barbosa,BR-040,-21.881427,-43.331581,1,, ,
767,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,June,Brazil,Rio,Matias Barbosa,BR-040,-21.881427,-43.331581,1,,Female,
768,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,June,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
769,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,June,Brazil,Rio,Duque de Caxias,BR-040,-22.733804,-43.288655,1,, ,
770,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,July,Brazil,Rio,Matias Barbosa,BR-040,-21.881427,-43.331581,1,,Female,
771,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,August,Brazil,Rio,Simão Pereira,BR-040,-21.988394,-43.2842,1,, ,
772,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,August,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
773,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,August,Brazil,Rio,Juiz de Fora,BR-040,-21.79522,-43.414025,1,, ,
774,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,September,Brazil,Rio,Duque de Caxias,BR-040,-22.733804,-43.288655,1,, ,
775,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,September,Brazil,Rio,Simão Pereira,BR-040,-21.988394,-43.2842,1,, ,
776,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,September,Brazil,Rio,Duque de Caxias,BR-040,-22.733804,-43.288655,1,,Female,
777,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,October,Brazil,Rio,Duque de Caxias,BR-040,-22.733804,-43.288655,1,, ,
778,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,October,Brazil,Rio,Juiz de Fora,BR-040,-21.79522,-43.414025,1,, ,
779,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,October,Brazil,Rio,Matias Barbosa,BR-040,-21.881427,-43.331581,1,, ,
780,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,October,Brazil,Rio,Simão Pereira,BR-040,-21.988394,-43.2842,1,, ,
781,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,October,Brazil,Rio,Areal,BR-040,-22.268802,-43.110221,1,, ,
782,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,October,Brazil,Rio,Simão Pereira,BR-040,-21.988394,-43.2842,1,, ,
783,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,December,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
784,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,December,Brazil,Rio,Petrópolis,BR-040,-22.443127,-43.191627,1,, ,
785,Database,Highway Concession Company of Juiz de For a,Callithrix penicillata,Callithrix,penicillata,,Black-tufted marmoset,LC,2015,December,Brazil,Rio,Duque de Caxias,BR-040,-22.733804,-43.288655,1,, ,
786,Database,https://www.inaturalist.org/observations/108642327,Cercopithecus nictitans,Cercopithecus,nictitans,,Putty-nosed monkey,NT,2015,March,Gabon,Reserve de Wonga Wongue,Gongoue,,-0.6016944,9.2081583,1,,,
787,Database,Endangered Wildlife Trust,Chlorocebus pygerythrus,Chlorocebus,pygerythrus,,Vervet monkey,LC,2015,August,South Africa,Eastern Cape,,,-34.0058,24.2808,1,,,
788,Database,Endangered Wildlife Trust,Chlorocebus pygerythrus,Chlorocebus,pygerythrus,,Vervet monkey,LC,2015,March,South Africa,Eastern Cape,,,-31.9914,24.6823,1,,,
789,Database,Endangered Wildlife Trust,Chlorocebus pygerythrus,Chlorocebus,pygerythrus,,Vervet monkey,LC,2015,August,South Africa,,,,-29.5278,24.2193,1,,,
790,Database,Endangered Wildlife Trust,Chlorocebus pygerythrus,Chlorocebus,pygerythrus,,Vervet monkey,LC,2015,August,South Africa,,,,-29.2602,23.5621,1,,,
791,Database,Endangered Wildlife Trust,Chlorocebus pygerythrus,Chlorocebus,pygerythrus,,Vervet monkey,LC,2015,March,South Africa,Northern Cape,,,-28.8918,22.1011,1,,,
792,Database,Endangered Wildlife Trust,Chlorocebus pygerythrus,Chlorocebus,pygerythrus,,Vervet monkey,LC,2015,January,South Africa,North West,,,-27.8254,25.2373,1,,,
793,Database,Endangered Wildlife Trust,Chlorocebus pygerythrus,Chlorocebus,pygerythrus,,Vervet monkey,LC,2015,June,South Africa,Gauteng,,,-25.771,27.9084,1,,,
794,Database,Endangered Wildlife Trust,Chlorocebus pygerythrus,Chlorocebus,pygerythrus,,Vervet monkey,LC,2015,February,South Africa,Mpumalanga,,,-25.4769,30.981,1,,,
795,Database,Endangered Wildlife Trust,Chlorocebus pygerythrus,Chlorocebus,pygerythrus,,Vervet monkey,LC,2015,February,South Africa,Mpumalanga,,,-25.4762,30.9809,1,,,
