ID,Source (anecdote/research paper/additional data etc) ,Source info,Genus/species,Genus,Species,Subspecies,Common name,IUCN status ,Year,Month,Country,State/county,Town/city/NP,Road,Latitude,Longitude,Numbers ,Age,Sex,Date added
1,Research paper,"Hoelzer GA et al (1994). The local distribution of highly divergent mitochondrial DNA haplotypes in toque macaques Macaca sinica at Polonnaruwa, Sri Lanka. Molecular Ecology, 3: 451-458.",Macaca sinica,Macaca,sinica,,Toque macaque,EN,1987,,Sri Lanka,,Polonnaruwa,,7.94833,81.00083,1,,,
2,Thesis,Wong CL (1994). Studies on the feral macaques of Hong Kong,Macaca hybrid sp.,Macaca,sp.,,Macaque (hybrid),,1992,January,Hong Kong,,Kowloon Hills,,22.30097189,114.1718564,3,,,
3,Thesis,Wong CL (1994). Studies on the feral macaques of Hong Kong,Macaca hybrid sp.,Macaca,sp.,,Macaque (hybrid),,1992,February,Hong Kong,,Kowloon Hills,,22.30097189,114.1718564,3,,,
4,Thesis,Wong CL (1994). Studies on the feral macaques of Hong Kong,Macaca hybrid sp.,Macaca,sp.,,Macaque (hybrid),,1992,March,Hong Kong,,Kowloon Hills,,22.30097189,114.1718564,4,,,
5,Thesis,Wong CL (1994). Studies on the feral macaques of Hong Kong,Macaca hybrid sp.,Macaca,sp.,,Macaque (hybrid),,1992,April,Hong Kong,,Kowloon Hills,,22.30097189,114.1718564,4,,,
6,Thesis,Wong CL (1994). Studies on the feral macaques of Hong Kong,Macaca hybrid sp.,Macaca,sp.,,Macaque (hybrid),,1992,May ,Hong Kong,,Kowloon Hills,,22.30097189,114.1718564,4,,,
7,Thesis,Wong CL (1994). Studies on the feral macaques of Hong Kong,Macaca hybrid sp.,Macaca,sp.,,Macaque (hybrid),,1992,June,Hong Kong,,Kowloon Hills,,22.30097189,114.1718564,1,,,
8,Thesis,Wong CL (1994). Studies on the feral macaques of Hong Kong,Macaca hybrid sp.,Macaca,sp.,,Macaque (hybrid),,1992,August,Hong Kong,,Kowloon Hills,,22.30097189,114.1718564,5,,,
9,Thesis,Wong CL (1994). Studies on the feral macaques of Hong Kong,Macaca hybrid sp.,Macaca,sp.,,Macaque (hybrid),,1992,September,Hong Kong,,Kowloon Hills,,22.30097189,114.1718564,1,,,
10,Research paper,"Carvalho AS et al (2014). Large and medium-sized mammals of Carajás National Forest, Pará state, Brazil. Check List 10: 1-9.",Alouatta belzebul,Alouatta,belzebul,,Red-handed howler monkey,VU,2008-2010,,Brazil,Pará,Carajás NF,Raymundo Mascarenhas Highway,-6.0839,-50.24144,1,,,
11,Thesis,Wong CL (1994). Studies on the feral macaques of Hong Kong,Macaca hybrid sp.,Macaca,sp.,,Macaque (hybrid),,1992,October,Hong Kong,,Kowloon Hills,,22.30097189,114.1718564,3,,,
12,Thesis,Wong CL (1994). Studies on the feral macaques of Hong Kong,Macaca hybrid sp.,Macaca,sp.,,Macaque (hybrid),,1992,November,Hong Kong,,Kowloon Hills,,22.30097189,114.1718564,3,,,
13,Thesis,Wong CL (1994). Studies on the feral macaques of Hong Kong,Macaca hybrid sp.,Macaca,sp.,,Macaque (hybrid),,1992,December,Hong Kong,,Kowloon Hills,,22.30097189,114.1718564,2,,,
14,Research paper,"Goodman SM et al (2006). The distribution and biogeography of the ringtailed lemur (Lemur catta) in Madagascar. Ringtailed lemur biology: Lemur catta in Madagascar, 3-15.",Lemur catta,Lemur,catta,,Ring-tailed lemur,EN,1993,,Madagascar,,Ankazomivady,RN7,-20.77304,47.18249,1,,,
15,Thesis,Wong CL (1994). Studies on the feral macaques of Hong Kong,Macaca hybrid sp.,Macaca,sp.,,Macaque (hybrid),,1993,January,Hong Kong,,Kowloon Hills,,22.30097189,114.1718564,3,,,
16,Thesis,Wong CL (1994). Studies on the feral macaques of Hong Kong,Macaca hybrid sp.,Macaca,sp.,,Macaque (hybrid),,1993,February,Hong Kong,,Kowloon Hills,,22.30097189,114.1718564,6,,,
17,Thesis,Wong CL (1994). Studies on the feral macaques of Hong Kong,Macaca hybrid sp.,Macaca,sp.,,Macaque (hybrid),,1993,March,Hong Kong,,Kowloon Hills,,22.30097189,114.1718564,4,,,
18,Thesis,Wong CL (1994). Studies on the feral macaques of Hong Kong,Macaca hybrid sp.,Macaca,sp.,,Macaque (hybrid),,1993,April,Hong Kong,,Kowloon Hills,,22.30097189,114.1718564,2,,,
19,Thesis,Wong CL (1994). Studies on the feral macaques of Hong Kong,Macaca hybrid sp.,Macaca,sp.,,Macaque (hybrid),,1993,May ,Hong Kong,,Kowloon Hills,,22.30097189,114.1718564,5,,,
20,Thesis,Wong CL (1994). Studies on the feral macaques of Hong Kong,Macaca hybrid sp.,Macaca,sp.,,Macaque (hybrid),,1993,June,Hong Kong,,Kowloon Hills,,22.30097189,114.1718564,7,,,
21,Thesis,Wong CL (1994). Studies on the feral macaques of Hong Kong,Macaca hybrid sp.,Macaca,sp.,,Macaque (hybrid),,1993,July,Hong Kong,,Kowloon Hills,,22.30097189,114.1718564,4,,,
22,Thesis,Wong CL (1994). Studies on the feral macaques of Hong Kong,Macaca hybrid sp.,Macaca,sp.,,Macaque (hybrid),,1993,August,Hong Kong,,Kowloon Hills,,22.30097189,114.1718564,6,,,
23,Thesis,Wong CL (1994). Studies on the feral macaques of Hong Kong,Macaca hybrid sp.,Macaca,sp.,,Macaque (hybrid),,1993,September,Hong Kong,,Kowloon Hills,,22.30097189,114.1718564,3,,,
24,Thesis,Wong CL (1994). Studies on the feral macaques of Hong Kong,Macaca hybrid sp.,Macaca,sp.,,Macaque (hybrid),,1993,October,Hong Kong,,Kowloon Hills,,22.30097189,114.1718564,3,,,
25,Thesis,Wong CL (1994). Studies on the feral macaques of Hong Kong,Macaca hybrid sp.,Macaca,sp.,,Macaque (hybrid),,1993,November,Hong Kong,,Kowloon Hills,,22.30097189,114.1718564,5,,,
26,Thesis,Wong CL (1994). Studies on the feral macaques of Hong Kong,Macaca hybrid sp.,Macaca,sp.,,Macaque (hybrid),,1993,December,Hong Kong,,Kowloon Hills,,22.30097189,114.1718564,5,,,
27,Research paper,"Padua C et al (1995). A Pole Bridge to Avoid Primates Road Kils. Neotropical Primates, 3: 13. ",Leontopithecus chrysopygus,Leontopithecus,chrysopygus,,Black lion tamarin,EN,1994,September,Brazil,Sao Paulo State,Morro do Diabo State Park,,-22.523844,-52.303114,1,,,
28,Anecdote,Marcos de Souza Fialho,Callithrix jacchus,Callithrix,jacchus,,Common marmoset,LC,2000,,Brazil,Paraíba ,,,-7.166667,-36.833333,1,,,
29,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Alouatta guariba,Alouatta,guariba,,Brown howley monkey ,VU,2001,November,Brazil,,,,-27.333,-50.86651,1,,,
30,Research paper,"Braz VDS & Franca FGR (2016). Wild vertebrate roadkill in the Chapada dos Veadeiros National Park, Central Brazil. Biota Neotropica, 16.",Alouatta caraya,Alouatta,caraya,,Black and gold howler monkey,NT,2006-2008,,Brazil,Goiás,Chapada dos Veadeiros National Park,GO239,-14.15076,-47.75346,1,,,
31,Research paper,"Braz VDS & Franca FGR (2016). Wild vertebrate roadkill in the Chapada dos Veadeiros National Park, Central Brazil. Biota Neotropica, 16.",Alouatta caraya,Alouatta,caraya,,Black and gold howler monkey,NT,2006-2008,,Brazil,Goiás,Chapada dos Veadeiros National Park,GO239,-14.15076,-47.75346,1,,,
32,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Callithrix geoffroyi,Callithrix,geoffroyi,,White-headed marmoset,LC,2001,August,Brazil,,,,-20.4939,-40.356178,1,,,
33,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Alouatta guariba,Alouatta,guariba,,Brown howley monkey ,VU,2002,March,Brazil,,,,-27.308853,-50.615122,1,,,
34,Database,Rebecca Smith -  primatologist at Fundación Para La Tierra,Alouatta caraya,Alouatta,caraya,,Black howler monkey,NT,,,Paraguay,,Coronel Bogado,,-27.17,-56.25,1,Adult,Female,
35,Database,Rebecca Smith -  primatologist at Fundación Para La Tierra,Alouatta caraya,Alouatta,caraya,,Black howler monkey,NT,,,Paraguay,,Coronel Bogado,,-27.17,-56.25,1,Adult,Female,
36,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Callithrix geoffroyi,Callithrix,geoffroyi,,White-headed marmoset,LC,2002,February,Brazil,,,,-20.44976,-40.334278,1,,,
37,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Alouatta guariba,Alouatta,guariba,,Brown howley monkey ,VU,2003,September,Brazil,,,,-24.136401,-50.524842,1,,,
38,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Callithrix geoffroyi,Callithrix,geoffroyi,,White-headed marmoset,LC,2003,May,Brazil,,,,-20.603081,-40.426399,1,,,
39,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Callithrix geoffroyi,Callithrix,geoffroyi,,White-headed marmoset,LC,2003,June,Brazil,,,,-20.61138,-40.47776,1,,,
40,Research paper,"Bueno C et al (2015). Habitat or matrix: which is more relevant to predict road-kill of vertebrates? Brazilian Journal of Biology, 75: 228-238. Retrieved from http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842015000800228&nrm=iso",Alouatta guariba,Alouatta,guariba,,Brown howley monkey ,VU,2006-2010,,Brazil,,,BR-040,-10,-52,1,,,
41,Research paper,"Bueno C et al (2015). Habitat or matrix: which is more relevant to predict road-kill of vertebrates? Brazilian Journal of Biology, 75: 228-238. Retrieved from http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842015000800228&nrm=iso",Alouatta guariba,Alouatta,guariba,,Brown howley monkey ,VU,2006-2010,,Brazil,,,BR-040,-10,-52,1,,,
42,Research paper,"Bueno C et al (2015). Habitat or matrix: which is more relevant to predict road-kill of vertebrates? Brazilian Journal of Biology, 75: 228-238. Retrieved from http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842015000800228&nrm=iso",Alouatta guariba,Alouatta,guariba,,Brown howley monkey ,VU,2006-2010,,Brazil,,,BR-040,-10,-52,1,,,
43,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Callithrix geoffroyi,Callithrix,geoffroyi,,White-headed marmoset,LC,2003,June,Brazil,,,,-20.63463,-40.52549,1,,,
44,Research paper,"Gumier-Costa F & Sperber CF (2009). Atropelamentos de vertebrados na Floresta Nacional de Carajás, Pará, Brasil Roadkills of vertebrates in Carajas National Forest, Para, Brazil. Acta Amazonica, 39: 459-466.",Sapajus apella,Sapajus,apella,,Black-capped capuchin,LC,2003,,Brazil,Pará,Carajás National Forest,Raymundo Mascarenhas Highway,-6.0839,-50.24144,1,,,
45,Research paper,"Gumier-Costa F & Sperber CF (2009). Atropelamentos de vertebrados na Floresta Nacional de Carajás, Pará, Brasil Roadkills of vertebrates in Carajas National Forest, Para, Brazil. Acta Amazonica, 39: 459-466.",Alouatta belzebul,Alouatta,belzebul,,Red-handed howler monkey,VU,2004,,Brazil,Pará,Carajás National Forest,Raymundo Mascarenhas Highway,-6.0839,-50.24144,1,,,
46,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Alouatta guariba,Alouatta,guariba,,Brown howley monkey ,VU,2004,March,Brazil,,,,-27.385556,-51.109128,1,,,
47,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Callithrix geoffroyi,Callithrix,geoffroyi,,White-headed marmoset,LC,2004,November,Brazil,,,,-20.401951,-40.32473,1,,,
48,Anecdote,Steig Johnson,Cheirogaleus sp.,Cheirogaleus,sp.,,Dwarf lemur,,2004,,Madagascar,,Ranomafana NP,RN25,-21.255314,47.4361,1,,,
49,Database,https://www.inaturalist.org/observations/50930022,Mico melanurus,Mico,melanurus,,Black-tailed marmoset,NT,2004,November,Brazil,Mato Grosso,Cuiabá ,,-15.4214666,-56.0119312,1,,,
50,Research paper,"Gumier-Costa F & Sperber CF (2009). Atropelamentos de vertebrados na Floresta Nacional de Carajás, Pará, Brasil Roadkills of vertebrates in Carajas National Forest, Para, Brazil. Acta Amazonica, 39: 459-466.",Saguinus niger,Saguinus,niger,,Black-handed tamarin,VU,2004,,Brazil,Pará,Carajás National Forest,Raymundo Mascarenhas Highway,-6.0839,-50.24144,1,,,
51,Research paper,"Gumier-Costa F & Sperber CF (2009). Atropelamentos de vertebrados na Floresta Nacional de Carajás, Pará, Brasil Roadkills of vertebrates in Carajas National Forest, Para, Brazil. Acta Amazonica, 39: 459-466.",Saguinus niger,Saguinus,niger,,Black-handed tamarin,VU,2004,,Brazil,Pará,Carajás National Forest,Raymundo Mascarenhas Highway,-6.0839,-50.24144,1,,,
52,Research paper,"Gumier-Costa F & Sperber CF (2009). Atropelamentos de vertebrados na Floresta Nacional de Carajás, Pará, Brasil Roadkills of vertebrates in Carajas National Forest, Para, Brazil. Acta Amazonica, 39: 459-466.",Saguinus niger,Saguinus,niger,,Black-handed tamarin,VU,2004,,Brazil,Pará,Carajás National Forest,Raymundo Mascarenhas Highway,-6.0839,-50.24144,1,,,
53,Research paper,"Gumier-Costa F & Sperber CF (2009). Atropelamentos de vertebrados na Floresta Nacional de Carajás, Pará, Brasil Roadkills of vertebrates in Carajas National Forest, Para, Brazil. Acta Amazonica, 39: 459-466.",Saguinus niger,Saguinus,niger,,Black-handed tamarin,VU,2004,,Brazil,Pará,Carajás National Forest,Raymundo Mascarenhas Highway,-6.0839,-50.24144,1,,,
54,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Sapajus apella,Sapajus,apella,,Black-capped capuchin,LC,2004,September,Brazil,,,,-20.709459,-40.576321,1,,,
55,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2005,May,Brazil,Sao Paulo State,,,-20.51728,-47.837166,1,,,
56,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Callithrix geoffroyi,Callithrix,geoffroyi,,White-headed marmoset,LC,2005,April,Brazil,,,,-20.629259,-40.508141,1,,,
57,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Callithrix geoffroyi,Callithrix,geoffroyi,,White-headed marmoset,LC,2005,May,Brazil,,,,-20.603081,-40.426399,1,,,
58,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Callithrix geoffroyi,Callithrix,geoffroyi,,White-headed marmoset,LC,2005,August,Brazil,,,,-20.45092,-40.334789,1,,,
59,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Callithrix geoffroyi,Callithrix,geoffroyi,,White-headed marmoset,LC,2005,August,Brazil,,,,-20.61138,-40.47776,1,,,
60,Research paper,"Fam SD et al (2014). The conservation status of slow lorises Nycticebus sp. in Singapore. Endangered Species Research, 25: 69-77.",Nycticebus coucang,Nycticebus,coucang,,Greater slow loris,EN,2005,July,Singapore,,Central Catchment Nature Reserve,,1.35468,103.79615,1,,,
61,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Sapajus nigritus,Sapajus,nigritus,,Black-horned capuchin,NT,2005,June,Brazil,,,,-24.309508,-50.615831,1,,,
62,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2006,October,Brazil,Sao Paulo State,,,-22.444188,-47.027788,1,,,
63,Database,Endangered Wildlife Trust,Chlorocebus pygerythrus,Chlorocebus,pygerythrus,,Vervet monkey,LC,2006,June,South Africa,North West,,,-25.7737,27.7702,1,,,
64,Database,Endangered Wildlife Trust,Chlorocebus pygerythrus,Chlorocebus,pygerythrus,,Vervet monkey,LC,2006,December,South Africa,Gauteng,,,-25.6799,28.2898,1,,,
65,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Sapajus nigritus,Sapajus,nigritus,,Black-horned capuchin,NT,2006,May,Brazil,,,,-22.26145,-48.23795,1,,,
66,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Sapajus nigritus,Sapajus,nigritus,,Black-horned capuchin,NT,2006,September,Brazil,,,,-22.24573,-48.2681,1,,,
67,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Alouatta sp.,Alouatta,sp.,,Howler monkey,,2007,April,Brazil,Sao Paulo State,,,-23.403075,-47.320052,1,,,
68,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Alouatta guariba,Alouatta,guariba,,Brown howley monkey ,VU,2007,September,Brazil,,,,-27.315074,-50.529796,1,,,
69,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Alouatta guariba,Alouatta,guariba,,Brown howley monkey ,VU,2007,January,Brazil,,,,-24.136401,-50.524842,1,,,
70,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2007,October,Brazil,Sao Paulo State,,,-22.496045,-47.274208,1,,,
71,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2007,October,Brazil,Sao Paulo State,,,-21.789209,-47.068164,1,,,
72,Anecdote,Vincent Nijman,Macaca fascicularis,Macaca,fascicularis,,Long-tailed macaque,EN,2007,July,Indonesia,Aceh,,,5.55,95.316667,1,,,
73,Research paper,"Selvan M (2011). Observation of road kills on Kambam-Kumily Road (NH 220) in Tamil Nadu. Zoo's Print, 26(3). ",Macaca radiata,Macaca,radiata,,Bonnet macaque,VU,2007,,India,Tamil Nadu and Kerala,,Vandanmedu to Lower Camp,9.716667,77.15,1,,,
74,Research paper,"Selvan M (2011). Observation of road kills on Kambam-Kumily Road (NH 220) in Tamil Nadu. Zoo's Print, 26(3). ",Macaca radiata,Macaca,radiata,,Bonnet macaque,VU,2007,,India,Tamil Nadu and Kerala,,Vandanmedu to Lower Camp,9.716667,77.15,1,,,
75,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Sapajus nigritus,Sapajus,nigritus,,Black-horned capuchin,NT,2007,December,Brazil,,,,-22.32695,-48.93864,1,,,
76,Research paper,"Selvan M (2011). Observation of road kills on Kambam-Kumily Road (NH 220) in Tamil Nadu. Zoo's Print, 26(3). ",Semnopithecus entellus,Semnopithecus,entellus,,Northern plains gray langur,LC,2007,,India,Tamil Nadu and Kerala,,Vandanmedu to Lower Camp,9.716667,77.15,1,,,
77,Anecdote,Vincent Nijman,Trachypithecus cristatus,Trachypithecus,cristatus,,Silvery langur,VU,2007,July,Indonesia,Aceh,,,5.55,95.316667,1,,,
78,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Alouatta guariba,Alouatta,guariba,,Brown howley monkey ,VU,2008,January,Brazil,,,,-30.242206,-51.046981,1,,,
79,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Alouatta guariba,Alouatta,guariba,,Brown howley monkey ,VU,2008,March,Brazil,,,,-30.334161,-51.011403,1,,,
80,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2008,February,Brazil,Sao Paulo State,,,-22.327609,-48.933258,1,,,
81,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2008,August,Brazil,Sao Paulo State,,,-22.156479,-47.39945,1,,,
82,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2008,August,Brazil,Sao Paulo State,,,-23.597381,-47.045752,1,,,
83,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2008,August,Brazil,Sao Paulo State,,,-23.597381,-47.045752,1,,,
84,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2008,August,Brazil,Sao Paulo State,,,-23.593557,-47.056203,1,,,
85,Database,Endangered Wildlife Trust,Chlorocebus pygerythrus,Chlorocebus,pygerythrus,,Vervet monkey,LC,2008,July,South Africa,Eastern Cape,,Bottom of Rubige Pass,-31.979,24.595958,1,,,
86,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Sapajus nigritus,Sapajus,nigritus,,Black-horned capuchin,NT,2008,February,Brazil,,,,-22.32891,-48.92995,1,,,
87,Research paper,"Srbek-Araujo AC et al (2018). Do we underestimate the impact of roads on arboreal animals? Roadkill as an important threat to Chaetomys subspinosus (Mammalia: Rodentia). Biota Neotropica, 18. Retrieved from http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032018000300501&nrm=iso",Alouatta guariba clamitans,Alouatta,guariba,clamitans,Southern brown howler monkey,VU,2001-2015,,Brazil,Espírito Santo,,,-20.266667,-40.283333,1,,,
88,Research paper,"Srbek-Araujo AC et al (2018). Do we underestimate the impact of roads on arboreal animals? Roadkill as an important threat to Chaetomys subspinosus (Mammalia: Rodentia). Biota Neotropica, 18. Retrieved from http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032018000300501&nrm=iso",Alouatta guariba clamitans,Alouatta,guariba,clamitans,Southern brown howler monkey,VU,2001-2015,,Brazil,Espírito Santo,,,-20.266667,-40.283333,1,,,
89,Research paper,"Srbek-Araujo AC et al (2018). Do we underestimate the impact of roads on arboreal animals? Roadkill as an important threat to Chaetomys subspinosus (Mammalia: Rodentia). Biota Neotropica, 18. Retrieved from http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-06032018000300501&nrm=iso",Alouatta guariba clamitans,Alouatta,guariba,clamitans,Southern brown howler monkey,VU,2001-2015,,Brazil,Espírito Santo,,,-20.266667,-40.283333,1,,,
90,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Sapajus nigritus,Sapajus,nigritus,,Black-horned capuchin,NT,2008,October,Brazil,,,,-22.24874,-48.34662,1,,,
91,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Alouatta guariba,Alouatta,guariba,,Brown howley monkey ,VU,2009,February,Brazil,,,,-30.258453,-51.030417,1,,,
92,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Alouatta guariba,Alouatta,guariba,,Brown howley monkey ,VU,2009,May,Brazil,,,,-30.319586,-51.014167,1,,,
93,Research paper,"Grilo C et al (2018). BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills. Ecology, 99: 1-1. ",Alouatta guariba,Alouatta,guariba,,Brown howley monkey ,VU,2009,January,Brazil,,,,-27.613852,-50.711344,1,,,
94,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2009,November,Brazil,Sao Paulo State,,,-23.09174,-46.95848,1,,,
95,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2009,November,Brazil,Sao Paulo State,,,-23.092846,-46.626619,1,,,
96,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2009,June,Brazil,Sao Paulo State,,,-21.843436,-47.457647,1,,,
97,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2009,July,Brazil,Sao Paulo State,,,-22.412967,-47.07603,1,,,
98,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2009,July,Brazil,Sao Paulo State,,,-22.388877,-47.275059,1,,,
99,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2009,July,Brazil,Sao Paulo State,,,-22.048365,-47.802126,1,,,
100,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2009,July,Brazil,Sao Paulo State,,,-21.990836,-47.671049,1,,,
101,Thesis,"Abra FD (2019). Mammal-vechicle collisions on toll roads in Sao Paulo State: implications for wildlife, human safety and cost for society. PhD thesis. University of Sao Paulo.",Callithrix sp.,Callithrix,sp.,,Atlantic forest marmosets,,2009,July,Brazil,Sao Paulo State,,,-22.378731,-47.457541,1,,,
